1,0.000408598
2,0.000410946
3,0.000411911
4,0.000411292
5,0.000409465
6,0.000407697
7,0.000411454
8,0.000407807
9,0.000409439
10,0.000391475
11,0.000393461
12,0.000397697
13,0.000408316
14,0.000409264
15,0.000407625
16,0.000408946
17,0.000407508
18,0.000415671
19,0.000411012
20,0.000410371
21,0.000404997
22,0.000402704
23,0.000402404
24,0.000404926
25,0.000408221
26,0.000408117
27,0.000411938
28,0.000415457
29,0.000409196
30,0.000409408
31,0.000406327
32,0.000406508
33,0.000400353
34,0.00040077
35,0.000403106
36,0.000407564
37,0.000410879
38,0.000407141
39,0.000409486
40,0.000408938
41,0.000407082
42,0.000409741
43,0.000410694
44,0.00040568
45,0.000403957
46,0.000398832
47,0.000404438
48,0.000408938
49,0.000408034
50,0.000409761
51,0.000409739
52,0.000406278
53,0.000413413
54,0.000409447
55,0.000405933
56,0.000400761
57,0.000399336
58,0.000404018
59,0.000407976
60,0.000404238
61,0.000408764
62,0.000404169
63,0.000403726
64,0.000166357
65,0.000161487
66,0.000164361
67,0.000161445
68,0.000157592
69,0.000155481
70,0.000153531
71,0.000153938
72,0.000151
73,0.000151294
74,0.000153953
75,0.000150727
76,0.000149857
77,0.000151099
78,0.000151035
79,0.000153569
80,0.000150288
81,0.000150908
82,0.00015096
83,0.000149395
84,0.000150886
85,0.000151578
86,0.000151435
87,0.000150991
88,0.000151963
89,0.000150636
90,0.000150261
91,0.00014978
92,0.000151643
93,0.000149708
94,0.000149379
95,0.000152096
96,0.000151225
97,0.00015094
98,0.00015092
99,0.000150896
100,0.000150778
101,0.000149823
102,0.000153186
103,0.000150419
104,0.00014925
105,0.000150279
106,0.00015124
107,0.000149058
108,0.000148455
109,0.000150667
110,0.000149746
111,0.000149674
112,0.000149776
113,0.000148877
114,0.000148949
115,0.000149368
116,0.000150412
117,0.000149943
118,0.000148638
119,0.000149222
120,0.000150839
121,0.000149671
122,0.000151564
123,0.000151352
124,0.000150922
125,0.000150902
126,0.000150117
127,0.000149598
128,0.000149285
129,0.000148965
130,0.000151403
131,0.000149333
132,0.000150125
133,0.000149412
134,0.000151949
135,0.000149009
136,0.000149483
137,0.000148311
138,0.000148961
139,0.00014869
140,0.000149345
141,0.000148504
142,0.000148262
143,0.000148528
144,0.000151089
145,0.000149724
146,0.0001487
147,0.000148555
148,0.000148298
149,0.000148772
150,0.00015062
151,0.000149238
152,0.000148975
153,0.000149623
154,0.000148739
155,0.000149353
156,0.000149509
157,0.000148093
158,0.000151371
159,0.000149846
160,0.000149066
161,0.00015157
162,0.000150906
163,0.000149746
164,0.000150392
165,0.000148493
166,0.000150643
167,0.000150798
168,0.000152306
169,0.000150623
170,0.000150722
171,0.000150868
172,0.000153008
173,0.00015157
174,0.000150405
175,0.00015141
176,0.000152373
177,0.000151124
178,0.000152254
179,0.00015176
180,0.00015327
181,0.000151528
182,0.000152231
183,0.000152352
184,0.000151366
185,0.000149948
186,0.000151974
187,0.000150912
188,0.000151596
189,0.000153013
190,0.000152994
191,0.000151831
192,0.000151091
193,0.000151079
194,0.000153484
195,0.000152341
196,0.00015124
197,0.00015162
198,0.000150277
199,0.000150671
200,0.000153052
201,0.000152202
202,0.000151343
203,0.000150075
204,0.00015186
205,0.000150501
206,0.000150013
207,0.00015099
208,0.000151095
209,0.000195133
210,0.000150606
211,0.000153248
212,0.00015137
213,0.000150883
214,0.000152924
215,0.000151437
216,0.000151442
217,0.000149988
218,0.000151715
219,0.000151511
220,0.000152137
221,0.000149953
222,0.000151097
223,0.000151113
224,0.00015062
225,0.000151734
226,0.000151577
227,0.000152222
228,0.000152068
229,0.00015158
230,0.000150584
231,0.000150129
232,0.000151565
233,0.000150587
234,0.000150428
235,0.000150328
236,0.000151639
237,0.000150347
238,0.00015338
239,0.000151619
240,0.000150005
241,0.000152171
242,0.000151822
243,0.000152693
244,0.00015258
245,0.000152949
246,0.000152697
247,0.000151043
248,0.000153405
249,0.000150511
250,0.000151052
251,0.000152392
252,0.000152406
253,0.000153973
254,0.000150613
255,0.000152703
256,1.38974e-06
